1/20/2000,.,.,.,.
1/21/2000,.,.,.,.
1/22/2000,.,.,.,.
1/23/2000,.,.,.,.
1/24/2000,.,.,.,.
1/25/2000,.,.,.,.
1/26/2000,.,.,.,.
1/27/2000,.,.,.,.
1/28/2000,.,.,.,.
1/29/2000,.,.,.,.
1/30/2000,.,.,.,.
1/31/2000,.,.,.,.
2/1/2000,.,.,.,.
2/2/2000,.,.,.,.
2/3/2000,.,.,.,.
2/4/2000,.,.,.,.
2/5/2000,.,.,.,.
2/6/2000,.,.,.,.
2/7/2000,.,.,.,.
2/8/2000,.,.,.,.
2/9/2000,.,.,.,.
2/10/2000,.,.,.,.
2/11/2000,.,.,.,.
2/12/2000,.,.,.,.
2/13/2000,.,.,.,.
2/14/2000,.,.,.,.
2/15/2000,.,.,.,.
2/16/2000,.,.,.,.
2/17/2000,.,.,.,.
2/18/2000,.,.,.,.
2/19/2000,.,.,.,.
2/20/2000,.,.,.,.
2/21/2000,.,.,.,.
2/22/2000,.,.,.,.
2/23/2000,.,.,.,.
2/24/2000,.,.,.,.
2/25/2000,.,.,.,.
2/26/2000,.,.,.,.
2/27/2000,.,.,.,.
2/28/2000,.,.,.,.
2/29/2000,.,.,.,.
3/1/2000,.,.,.,.
3/2/2000,.,.,.,.
3/3/2000,.,.,.,.
3/4/2000,.,.,.,.
3/5/2000,.,.,.,.
3/6/2000,.,.,.,.
3/7/2000,.,.,.,.
3/8/2000,.,.,.,.
3/9/2000,.,.,.,.
3/10/2000,.,.,.,.
3/11/2000,.,.,.,.
3/12/2000,.,.,.,.
3/13/2000,.,.,.,.
3/14/2000,.,.,.,.
3/15/2000,.,.,.,.
3/16/2000,.,.,.,.
3/17/2000,.,.,.,.
3/18/2000,.,.,.,.
3/19/2000,.,.,.,.
3/20/2000,.,.,.,.
3/21/2000,0:00,11.12331,99.5,.
3/21/2000,1:00,11.50088,98.7,.
3/21/2000,2:00,10.62285,98.6,.
3/21/2000,3:00,10.85384,99.2,.
3/21/2000,4:00,11.05668,99.7,.
3/21/2000,5:00,10.82317,99.6,.
3/21/2000,6:00,10.92414,99.4,.
3/21/2000,7:00,12.31293,98.6,.
3/21/2000,8:00,13.31124,98.3,.
3/21/2000,9:00,14.96178,89.7,.
3/21/2000,10:00,15.89571,84.7,.
3/21/2000,11:00,15.42582,87,.
3/21/2000,12:00,17.47815,82.8,.
3/21/2000,13:00,16.78736,88.1,.
3/21/2000,14:00,16.20192,92.1,.
3/21/2000,15:00,15.12621,94.7,.
3/21/2000,16:00,14.12896,94.5,.
3/21/2000,17:00,13.08257,98.8,.
3/21/2000,18:00,12.63823,99.3,.
3/21/2000,19:00,12.3842,99.9,.
3/21/2000,20:00,12.3842,99.9,.
3/21/2000,21:00,12.31293,99.9,.
3/21/2000,22:00,12.3842,99.9,.
3/21/2000,23:00,12.20417,99.9,.
3/22/2000,0:00,11.91874,99.9,.
3/22/2000,1:00,12.02585,99.9,.
3/22/2000,2:00,11.98852,99.9,.
3/22/2000,3:00,12.09603,99.9,.
3/22/2000,4:00,12.02585,99.9,.
3/22/2000,5:00,12.16648,99.9,.
3/22/2000,6:00,12.20417,99.9,.
3/22/2000,7:00,12.56598,99.9,.
3/22/2000,8:00,16.02799,92.7,.
3/22/2000,9:00,17.76661,74.6,.
3/22/2000,10:00,16.37745,76.8,.
3/22/2000,11:00,18.20108,70.3,.
3/22/2000,12:00,19.15461,64.8,.
3/22/2000,13:00,19.46934,64.6,.
3/22/2000,14:00,18.74495,66.6,.
3/22/2000,15:00,16.87764,66.5,.
3/22/2000,16:00,18.64553,58.9,.
3/22/2000,17:00,17.24307,57.4,.
3/22/2000,18:00,11.77995,91.7,.
3/22/2000,19:00,9.472572,97.5,.
3/22/2000,20:00,10.10182,99.6,.
3/22/2000,21:00,10.68793,99.8,.
3/22/2000,22:00,9.850866,99.9,.
3/22/2000,23:00,9.505161,99.9,.
3/23/2000,0:00,8.923263,99.9,.
3/23/2000,1:00,8.478371,99.9,.
3/23/2000,2:00,8.130832,99.9,.
3/23/2000,3:00,7.789776,99.9,.
3/23/2000,4:00,8.017691,99.9,.
3/23/2000,5:00,8.567265,99.9,.
